time	V(gate)	V(n002)
2.149750000000161e-006	1.000000e+001	1.000000e+001
2.252150000000169e-006	1.000000e+001	1.000000e+001
2.354550000000176e-006	1.000000e+001	1.000000e+001
2.456950000000184e-006	1.000000e+001	1.000000e+001
2.559350000000192e-006	1.000000e+001	1.000000e+001
2.661750000000199e-006	1.000000e+001	1.000000e+001
2.764150000000207e-006	1.000000e+001	1.000000e+001
2.866550000000215e-006	1.000000e+001	1.000000e+001
2.968950000000223e-006	1.000000e+001	1.000000e+001
3.071350000000230e-006	1.000000e+001	1.000000e+001
3.173750000000238e-006	1.000000e+001	1.000000e+001
3.276150000000246e-006	1.000000e+001	1.000000e+001
3.378550000000253e-006	1.000000e+001	1.000000e+001
3.480950000000261e-006	1.000000e+001	1.000000e+001
3.583350000000269e-006	1.000000e+001	1.000000e+001
3.685750000000276e-006	1.000000e+001	1.000000e+001
3.788150000000284e-006	1.000000e+001	1.000000e+001
3.890550000000292e-006	1.000000e+001	1.000000e+001
3.992950000000300e-006	1.000000e+001	1.000000e+001
4.095350000000307e-006	1.000000e+001	1.000000e+001
4.197750000000315e-006	1.000000e+001	1.000000e+001
4.300150000000323e-006	1.000000e+001	1.000000e+001
4.402550000000330e-006	1.000000e+001	1.000000e+001
4.504950000000338e-006	1.000000e+001	1.000000e+001
4.607350000000346e-006	1.000000e+001	1.000000e+001
4.709750000000353e-006	1.000000e+001	1.000000e+001
4.812150000000361e-006	1.000000e+001	1.000000e+001
4.914550000000369e-006	1.000000e+001	1.000000e+001
5.010000000000000e-006	1.000000e+001	1.000000e+001
5.010464285714125e-006	9.922107e+000	9.535714e+000
5.010928571428250e-006	9.839948e+000	9.071429e+000
5.011392857142374e-006	9.753522e+000	8.607143e+000
5.011857142856499e-006	9.662829e+000	8.142857e+000
5.012321428570624e-006	9.567869e+000	7.678571e+000
5.012785714284749e-006	9.468643e+000	7.214286e+000
5.013249999998873e-006	9.365149e+000	6.750000e+000
5.013721428570302e-006	9.255862e+000	6.278571e+000
5.014192857141731e-006	9.142510e+000	5.807143e+000
5.014664285713159e-006	9.025094e+000	5.335714e+000
5.015135714284588e-006	8.903612e+000	4.864286e+000
5.015607142856016e-006	8.778066e+000	4.392857e+000
5.016078571427445e-006	8.648455e+000	3.921429e+000
5.016549999998874e-006	8.514780e+000	3.450000e+000
5.016649999998874e-006	8.485946e+000	3.350000e+000
5.017128571427606e-006	8.345417e+000	2.871428e+000
