time	V(gate)	V(n002)
7.463208670470443e-006	5.708447e-001	0.000000e+000
7.482739920470443e-006	5.703630e-001	0.000000e+000
7.502271170470443e-006	5.698885e-001	0.000000e+000
7.521802420470443e-006	5.694210e-001	0.000000e+000
7.541333670470443e-006	5.689602e-001	0.000000e+000
7.560864920470444e-006	5.685061e-001	0.000000e+000
7.580396170470444e-006	5.680584e-001	0.000000e+000
7.599927420470444e-006	5.676169e-001	0.000000e+000
7.638989920470444e-006	5.667523e-001	0.000000e+000
7.678052420470444e-006	5.659109e-001	0.000000e+000
7.717114920470444e-006	5.650918e-001	0.000000e+000
7.775708670470443e-006	5.639025e-001	0.000000e+000
7.834302420470443e-006	5.627577e-001	0.000000e+000
7.884525634756157e-006	5.618129e-001	0.000000e+000
7.934748849041871e-006	5.608934e-001	0.000000e+000
7.984972063327586e-006	5.599991e-001	0.000000e+000
8.035195277613300e-006	5.591300e-001	0.000000e+000
8.085418491899015e-006	5.582860e-001	0.000000e+000
8.135641706184729e-006	5.574673e-001	0.000000e+000
8.185864920470443e-006	5.566737e-001	0.000000e+000
8.269570277613301e-006	5.554004e-001	0.000000e+000
8.353275634756157e-006	5.541717e-001	0.000000e+000
8.436980991899015e-006	5.529877e-001	0.000000e+000
8.520686349041872e-006	5.518484e-001	0.000000e+000
8.604391706184730e-006	5.507538e-001	0.000000e+000
8.688097063327586e-006	5.497038e-001	0.000000e+000
8.771802420470443e-006	5.486985e-001	0.000000e+000
8.914101527613300e-006	5.470728e-001	0.000000e+000
9.056400634756157e-006	5.455178e-001	0.000000e+000
9.198699741899016e-006	5.440337e-001	0.000000e+000
9.340998849041873e-006	5.426204e-001	0.000000e+000
9.483297956184730e-006	5.412780e-001	0.000000e+000
9.625597063327586e-006	5.400064e-001	0.000000e+000
9.767896170470443e-006	5.388057e-001	0.000000e+000
9.963208670470444e-006	5.372181e-001	0.000000e+000
9.980468750000000e-006	5.370820e-001	0.000000e+000
9.990468750000000e-006	5.370035e-001	0.000000e+000
1.000000000000000e-005	5.369059e-001	0.000000e+000
1.000002096899321e-005	5.378935e-001	2.096899e-002
1.000006290697962e-005	5.403858e-001	6.290698e-002
1.000010759946558e-005	5.434707e-001	1.075995e-001
1.000015177737025e-005	5.465881e-001	1.517774e-001
1.000019706574088e-005	5.496420e-001	1.970657e-001
1.000028764248212e-005	5.553393e-001	2.876425e-001
1.000039703085263e-005	5.612072e-001	3.970309e-001
1.000048650647866e-005	5.639387e-001	4.865065e-001
1.000055929107282e-005	5.634683e-001	5.592911e-001
1.000064085627033e-005	5.620921e-001	6.408563e-001
1.000073085632615e-005	5.624987e-001	7.308563e-001
1.000081955718211e-005	5.638074e-001	8.195572e-001
1.000091420284873e-005	5.651016e-001	9.142029e-001
1.000110349418195e-005	5.677046e-001	1.103494e+000
1.000139806397158e-005	5.722488e-001	1.398064e+000
1.000165749322424e-005	5.821027e-001	1.657493e+000
1.000188999982423e-005	6.048758e-001	1.890000e+000
1.000216909895280e-005	6.520659e-001	2.169099e+000
1.000249489788625e-005	7.312456e-001	2.494898e+000
1.000307675137591e-005	9.211418e-001	3.076751e+000
1.000363073911214e-005	1.166903e+000	3.630739e+000
1.000473871458460e-005	1.817716e+000	4.738715e+000
1.000585648246505e-005	2.649860e+000	5.856483e+000
1.000746184941540e-005	4.065592e+000	7.461849e+000
1.000830001301286e-005	4.871552e+000	8.300013e+000
1.000832367280507e-005	4.895251e+000	8.323673e+000
1.000837099238948e-005	4.943173e+000	8.370993e+000
1.000846563155830e-005	5.039382e+000	8.465631e+000
1.000865490989595e-005	5.232505e+000	8.654910e+000
1.000903346657125e-005	5.620160e+000	9.033466e+000
1.000924288664940e-005	5.835115e+000	9.242887e+000
1.000958115984370e-005	6.180322e+000	9.581160e+000
1.001000000000000e-005	6.602530e+000	1.000000e+001
1.001004188401563e-005	6.640072e+000	1.000000e+001
1.001012565204689e-005	6.711007e+000	1.000000e+001
1.001029318810941e-005	6.832079e+000	1.000000e+001
1.001062826023446e-005	7.014096e+000	1.000000e+001
1.001097986266808e-005	7.138166e+000	1.000000e+001
1.001142230649768e-005	7.226177e+000	1.000000e+001
1.001195471255544e-005	7.283883e+000	1.000000e+001
1.001246986616286e-005	7.317437e+000	1.000000e+001
1.001303536874534e-005	7.354624e+000	1.000000e+001
1.001359029615783e-005	7.402153e+000	1.000000e+001
1.001420056135066e-005	7.459685e+000	1.000000e+001
1.001496711491619e-005	7.527613e+000	1.000000e+001
1.001615916655751e-005	7.620636e+000	1.000000e+001
1.001750433431067e-005	7.721396e+000	1.000000e+001
1.001801194973699e-005	7.777666e+000	1.000000e+001
1.001828100803670e-005	7.831777e+000	1.000000e+001
1.001848437346000e-005	7.891192e+000	1.000000e+001
1.001863224128205e-005	7.941400e+000	1.000000e+001
1.001880960344996e-005	8.004595e+000	1.000000e+001
1.001898271251741e-005	8.066986e+000	1.000000e+001
1.001921174940414e-005	8.149190e+000	1.000000e+001
1.001946899336539e-005	8.239988e+000	1.000000e+001
1.001980962768174e-005	8.356963e+000	1.000000e+001
1.002022725053928e-005	8.495015e+000	1.000000e+001
1.002072628049116e-005	8.651896e+000	1.000000e+001
1.002133986161626e-005	8.833233e+000	1.000000e+001
1.002202417448132e-005	9.020560e+000	1.000000e+001
1.002290928855704e-005	9.241752e+000	1.000000e+001
1.002383507656529e-005	9.448331e+000	1.000000e+001
1.002509926737470e-005	9.694261e+000	1.000000e+001
1.002632335301464e-005	9.894630e+000	1.000000e+001
1.002789194140457e-005	1.009885e+001	1.000000e+001
1.002954159177440e-005	1.025446e+001	1.000000e+001
1.003143482497482e-005	1.036231e+001	1.000000e+001
1.003294317179211e-005	1.038931e+001	1.000000e+001
1.003460191164084e-005	1.035218e+001	1.000000e+001
1.003615855445153e-005	1.025879e+001	1.000000e+001
1.003753859196177e-005	1.013346e+001	1.000000e+001
1.003871819770514e-005	1.000764e+001	1.000000e+001
1.003959988423430e-005	9.912998e+000	1.000000e+001
1.004001699601707e-005	9.875120e+000	1.000000e+001
1.004030658258082e-005	9.862942e+000	1.000000e+001
1.004050076083460e-005	9.865911e+000	1.000000e+001
1.004072325640100e-005	9.873045e+000	1.000000e+001
1.004085839984399e-005	9.876082e+000	1.000000e+001
1.004103633297345e-005	9.878728e+000	1.000000e+001
1.004120027966056e-005	9.880334e+000	1.000000e+001
1.004139224476547e-005	9.881550e+000	1.000000e+001
1.004162092258509e-005	9.882411e+000	1.000000e+001
1.004184086222092e-005	9.882898e+000	1.000000e+001
1.004212565131298e-005	9.883214e+000	1.000000e+001
1.004243126206126e-005	9.883393e+000	1.000000e+001
1.004286910534781e-005	9.883487e+000	1.000000e+001
1.004334632983837e-005	9.883530e+000	1.000000e+001
1.004430077881949e-005	9.883540e+000	1.000000e+001
1.004517589015158e-005	9.883544e+000	1.000000e+001
1.004692611281576e-005	9.883540e+000	1.000000e+001
1.004962625396430e-005	9.883542e+000	1.000000e+001
1.005479346820688e-005	9.883541e+000	1.000000e+001
1.006410872025761e-005	9.883541e+000	1.000000e+001
1.008273922435905e-005	9.883541e+000	1.000000e+001
1.010227047435905e-005	9.883541e+000	1.000000e+001
1.496555172435905e-005	9.883541e+000	1.000000e+001
1.498508297435905e-005	9.883541e+000	1.000000e+001
1.499046875000000e-005	9.883541e+000	1.000000e+001
1.499922844871810e-005	9.883541e+000	1.000000e+001
1.501000000000000e-005	9.883740e+000	1.000000e+001
1.501002354327639e-005	9.882516e+000	9.976457e+000
1.501007062982918e-005	9.880093e+000	9.929370e+000
1.501016480293474e-005	9.875684e+000	9.835197e+000
1.501024978391383e-005	9.872355e+000	9.750216e+000
1.501035299578028e-005	9.869099e+000	9.647004e+000
1.501045371647770e-005	9.866555e+000	9.546284e+000
1.501057591783554e-005	9.864157e+000	9.424082e+000
1.501074476740809e-005	9.861270e+000	9.255233e+000
1.501097292142977e-005	9.854799e+000	9.027079e+000
1.501111027619086e-005	9.848125e+000	8.889724e+000
1.501126731391956e-005	9.839142e+000	8.732686e+000
1.501148239656503e-005	9.826165e+000	8.517604e+000
1.501191256185597e-005	9.797825e+000	8.087439e+000
1.501237615270458e-005	9.764719e+000	7.623847e+000
1.501320896023228e-005	9.699351e+000	6.791040e+000
1.501432176135185e-005	9.601439e+000	5.678239e+000
1.501613051026188e-005	9.422326e+000	3.869490e+000
1.501739431783759e-005	9.285398e+000	2.605682e+000
1.501762851887054e-005	9.257927e+000	2.371481e+000
1.501806558757114e-005	9.204802e+000	1.934412e+000
